85,Coon Rapids,832,https://www.realtor.com/realestateandhomes-detail/11114-Drake-St-NW_Coon-Rapids_MN_55433_M73169-81881
86,Bloomington,1050,https://www.realtor.com/realestateandhomes-detail/4001-Heritage-Hills-Dr-Apt-109_Minneapolis_MN_55437_M88702-04322
87,Minneapolis,706,https://www.realtor.com/realestateandhomes-detail/1912-Dupont-Ave-S-Apt-106_Minneapolis_MN_55403_M78607-41843
88,Minneapolis,660,https://www.realtor.com/realestateandhomes-detail/4730-Fremont-Ave-N_Minneapolis_MN_55430_M80800-10277
89,Saint Louis Park,868,https://www.realtor.com/realestateandhomes-detail/2060-Ridge-Dr-Apt-15_Minneapolis_MN_55416_M71443-59737
90,Saint Louis Park,840,https://www.realtor.com/realestateandhomes-detail/4820-Park-Commons-Dr-Apt-234_Minneapolis_MN_55416_M76923-15527
91,Edina,1260,https://www.realtor.com/realestateandhomes-detail/6300-Xerxes-Ave-S-Apt-21_Edina_MN_55423_M84139-72000
92,Minneapolis,532,https://www.realtor.com/realestateandhomes-detail/5708-24th-Ave-S_Minneapolis_MN_55417_M83303-86847
93,Columbia Heights,1092,https://www.realtor.com/realestateandhomes-detail/4070-Maureen-Dr-NE-Unit-202_Columbia-Heights_MN_55421_M83818-01955
94,Saint Louis Park,821,https://www.realtor.com/realestateandhomes-detail/1400-Dakota-Ave-S-Unit-106_St-Louis-Park_MN_55416_M89445-57734
95,Minneapolis,1900,https://www.realtor.com/realestateandhomes-detail/2623-Girard-Ave-N_Minneapolis_MN_55411_M70045-12547
96,Minneapolis,472,https://www.realtor.com/realestateandhomes-detail/15-S-1st-St-Apt-A214_Minneapolis_MN_55401_M75421-38334
97,Coon Rapids,1080,https://www.realtor.com/realestateandhomes-detail/13165-Meadowood-Curv-NW-Apt-35_Coon-Rapids_MN_55448_M79104-73960
98,Minneapolis,610,https://www.realtor.com/realestateandhomes-detail/3128-W-Calhoun-Blvd-Apt-413_Minneapolis_MN_55416_M88140-62217
99,Plymouth,976,https://www.realtor.com/realestateandhomes-detail/3850-Plymouth-Blvd-Apt-202_Plymouth_MN_55446_M86076-87799
100,Minneapolis,810,https://www.realtor.com/realestateandhomes-detail/2615-Park-Ave-Apt-608_Minneapolis_MN_55407_M72321-05808
101,Edina,903,https://www.realtor.com/realestateandhomes-detail/6670-Vernon-Ave-S-Apt-417_Edina_MN_55436_M83212-06125
102,Minneapolis,1432,https://www.realtor.com/realestateandhomes-detail/3906-Emerson-Ave-N_Minneapolis_MN_55412_M78673-58887
103,Minneapolis,1324,https://www.realtor.com/realestateandhomes-detail/4013-11th-Ave-S_Minneapolis_MN_55407_M76221-72983
104,Minneapolis,1840,https://www.realtor.com/realestateandhomes-detail/3018-Russell-Ave-N_Minneapolis_MN_55411_M85385-39360
105,Minneapolis,1446,https://www.realtor.com/realestateandhomes-detail/3143-15th-Ave-S_Minneapolis_MN_55407_M79346-83251
106,Saint Louis Park,988,https://www.realtor.com/realestateandhomes-detail/6517-Minnetonka-Blvd_Minneapolis_MN_55426_M71390-33856
107,Minneapolis,1002,https://www.realtor.com/realestateandhomes-detail/3235-Benjamin-St-NE_Minneapolis_MN_55418_M86494-18134
108,Columbia Heights,1162,https://www.realtor.com/realestateandhomes-detail/4250-Central-Ave-NE_Columbia-Heights_MN_55421_M83736-86203
109,Coon Rapids,1089,https://www.realtor.com/realestateandhomes-detail/13161-Meadowood-Way-NW-Apt-130_Coon-Rapids_MN_55448_M87672-57416
110,Edina,1210,https://www.realtor.com/realestateandhomes-detail/6300-Xerxes-Ave-S-Apt-34_Edina_MN_55423_M84142-70128
111,Minneapolis,605,https://www.realtor.com/realestateandhomes-detail/1715-Stevens-Ave-Apt-13_Minneapolis_MN_55403_M89405-06233
112,Minneapolis,1346,https://www.realtor.com/realestateandhomes-detail/2211-James-Ave-N_Minneapolis_MN_55411_M84300-52943
113,Coon Rapids,750,https://www.realtor.com/realestateandhomes-detail/9425-Flintwood-St-NW_Coon-Rapids_MN_55433_M89127-24059
114,Minneapolis,1730,https://www.realtor.com/realestateandhomes-detail/3621-Newton-Ave-N_Minneapolis_MN_55412_M81938-48805
115,Plymouth,1104,https://www.realtor.com/realestateandhomes-detail/4385-Trenton-Ln-N-Apt-111_Minneapolis_MN_55442_M79752-07594
116,Minneapolis,1008,https://www.realtor.com/realestateandhomes-detail/2442-Irving-Ave-N_Minneapolis_MN_55411_M84185-75034
117,Minneapolis,762,https://www.realtor.com/realestateandhomes-detail/3617-2nd-Ave-S_Minneapolis_MN_55409_M72554-25544
118,Minneapolis,795,https://www.realtor.com/realestateandhomes-detail/2723-N-3rd-St_Minneapolis_MN_55411_M83552-79977
119,Minneapolis,2496,https://www.realtor.com/realestateandhomes-detail/2122-Lyndale-Ave-N_Minneapolis_MN_55411_M72907-95999
120,Minneapolis,1068,https://www.realtor.com/realestateandhomes-detail/1410-15th-Ave-N_Minneapolis_MN_55411_M79448-38480
121,Minneapolis,1144,https://www.realtor.com/realestateandhomes-detail/3743-Penn-Ave-N_Minneapolis_MN_55412_M79949-11831
122,Minneapolis,664,https://www.realtor.com/realestateandhomes-detail/4730-Colfax-Ave-N_Minneapolis_MN_55430_M86625-89459
123,Minneapolis,700,https://www.realtor.com/realestateandhomes-detail/1311-Yale-Pl-Apt-20_Minneapolis_MN_55403_M88296-24156
124,Minneapolis,972,https://www.realtor.com/realestateandhomes-detail/301-24th-Ave-N_Minneapolis_MN_55411_M88090-96217
125,Minneapolis,1464,https://www.realtor.com/realestateandhomes-detail/1635-Sheridan-Ave-N_Minneapolis_MN_55411_M80034-46435
126,Minneapolis,1236,https://www.realtor.com/realestateandhomes-detail/2710-Newton-Ave-N_Minneapolis_MN_55411_M81126-15348
127,Spring Lake Park,1380,https://www.realtor.com/realestateandhomes-detail/649-Manor-Dr-NE_Minneapolis_MN_55432_M83308-35964
128,Minneapolis,575,https://www.realtor.com/realestateandhomes-detail/2625-38th-Ave-S_Minneapolis_MN_55406_M76132-36494
129,Minneapolis,805,https://www.realtor.com/realestateandhomes-detail/4517-Grand-Ave-S-Apt-6_Minneapolis_MN_55419_M81104-85045
130,Minneapolis,1206,https://www.realtor.com/realestateandhomes-detail/4023-Girard-Ave-N_Minneapolis_MN_55412_M84364-75464
131,Plymouth,820,https://www.realtor.com/realestateandhomes-detail/35-Nathan-Ln-N-Apt-306_Plymouth_MN_55441_M73926-02518
132,Edina,900,https://www.realtor.com/realestateandhomes-detail/4370-Brookside-Ct-Apt-307_Edina_MN_55436_M86672-37552
133,Fridley,1356,https://www.realtor.com/realestateandhomes-detail/5510-E-Bavarian-Pass_Fridley_MN_55432_M89538-65660
134,Plymouth,1104,https://www.realtor.com/realestateandhomes-detail/10600-43rd-Ave-N-Apt-305_Plymouth_MN_55442_M89121-10134
135,Minneapolis,673,https://www.realtor.com/realestateandhomes-detail/400-Groveland-Ave-Apt-2210_Minneapolis_MN_55403_M89226-55847
136,Minneapolis,1220,https://www.realtor.com/realestateandhomes-detail/5820-43rd-Ave-S_Minneapolis_MN_55417_M74470-14127
137,Saint Louis Park,912,https://www.realtor.com/realestateandhomes-detail/2567-Alabama-Ave-S_St-Louis-Park_MN_55416_M88364-31932
138,Minneapolis,760,https://www.realtor.com/realestateandhomes-detail/1225-Lasalle-Ave-Apt-504_Minneapolis_MN_55403_M78193-62645
139,Minneapolis,500,https://www.realtor.com/realestateandhomes-detail/2600-University-Ave-SE-Apt-114_Minneapolis_MN_55414_M87932-11998
140,Minneapolis,1005,https://www.realtor.com/realestateandhomes-detail/3521-Clinton-Ave_Minneapolis_MN_55408_M87499-42571
141,Minneapolis,1572,https://www.realtor.com/realestateandhomes-detail/3351-James-Ave-N_Minneapolis_MN_55412_M88457-59606
142,Brooklyn Park,1502,https://www.realtor.com/realestateandhomes-detail/5604-Brookdale-Dr-N_Brooklyn-Park_MN_55443_M83420-37085
143,Minneapolis,843,https://www.realtor.com/realestateandhomes-detail/5136-Hiawatha-Ave-201_Minneapolis_MN_55417_M87440-20954
144,Minneapolis,730,https://www.realtor.com/realestateandhomes-detail/3150-Excelsior-Blvd-Apt-101_Minneapolis_MN_55416_M89363-39111
145,Coon Rapids,1176,https://www.realtor.com/realestateandhomes-detail/863-104th-Ln-NW_Coon-Rapids_MN_55433_M86703-94488
146,Spring Lake Park,1400,https://www.realtor.com/realestateandhomes-detail/617-Ballantyne-Ln-NE_Spring-Lake-Park_MN_55432_M70787-37561
147,Minneapolis,650,https://www.realtor.com/realestateandhomes-detail/433-S-7th-St-Apt-1912_Minneapolis_MN_55415_M72708-64314
148,Coon Rapids,1212,https://www.realtor.com/realestateandhomes-detail/12484-Redwood-St-NW_Coon-Rapids_MN_55448_M73763-49156
149,Coon Rapids,1160,https://www.realtor.com/realestateandhomes-detail/3501-131st-Ln-NW-Apt-51_Coon-Rapids_MN_55448_M85872-13756
150,Plymouth,1107,https://www.realtor.com/realestateandhomes-detail/35-Nathan-Ln-N-Apt-325_Plymouth_MN_55441_M88163-21958
151,Plymouth,1057,https://www.realtor.com/realestateandhomes-detail/4350-Trenton-Ln-N-Apt-318_Plymouth_MN_55442_M81266-64089
153,Minneapolis,798,https://www.realtor.com/realestateandhomes-detail/3140-W-Calhoun-Blvd-Apt-114_Minneapolis_MN_55416_M77150-33414
154,Brooklyn Center,1300,https://www.realtor.com/realestateandhomes-detail/5741-Bryant-Ave-N_Brooklyn-Center_MN_55430_M73585-80822
155,Minneapolis,617,https://www.realtor.com/realestateandhomes-detail/4444-W-Lake-Harriet-Pkwy-Apt-7_Minneapolis_MN_55410_M80093-04862
156,Minneapolis,675,https://www.realtor.com/realestateandhomes-detail/48-Groveland-Ter-Unit-103_Minneapolis_MN_55403_M84487-63595
157,Minneapolis,675,https://www.realtor.com/realestateandhomes-detail/50-Groveland-Ter-Unit-201_Minneapolis_MN_55403_M88094-33690
158,Plymouth,966,https://www.realtor.com/realestateandhomes-detail/2794-Upland-Ct_Plymouth_MN_55447_M80790-14063
159,Brooklyn Park,1310,https://www.realtor.com/realestateandhomes-detail/5608-Brookdale-Dr-N_Brooklyn-Park_MN_55443_M84596-47879
161,Minneapolis,879,https://www.realtor.com/realestateandhomes-detail/4651-Aldrich-Ave-N_Minneapolis_MN_55412_M87873-93100
162,Coon Rapids,1338,https://www.realtor.com/realestateandhomes-detail/212-94th-Ave-NW_Coon-Rapids_MN_55433_M82151-05953
163,Coon Rapids,1236,https://www.realtor.com/realestateandhomes-detail/13174-Meadowood-Curv-NW-Apt-19_Coon-Rapids_MN_55448_M73264-90747
164,Brooklyn Center,1849,https://www.realtor.com/realestateandhomes-detail/7222-Perry-Ct-E_Brooklyn-Center_MN_55429_M82758-59069
165,Minneapolis,760,https://www.realtor.com/realestateandhomes-detail/1225-Lasalle-Ave-Apt-1104_Minneapolis_MN_55403_M87450-22947
166,Coon Rapids,1260,https://www.realtor.com/realestateandhomes-detail/10482-Quince-St-NW_Coon-Rapids_MN_55433_M83794-48423
167,Brooklyn Park,1268,https://www.realtor.com/realestateandhomes-detail/8567-Maplebrook-Pkwy-N_Brooklyn-Park_MN_55445_M78891-89056
168,Minneapolis,585,https://www.realtor.com/realestateandhomes-detail/3601-38th-Ave-S_Minneapolis_MN_55406_M71691-20770
169,Minneapolis,1529,https://www.realtor.com/realestateandhomes-detail/4042-Dupont-Ave-N_Minneapolis_MN_55412_M84766-10884
170,Minneapolis,1412,https://www.realtor.com/realestateandhomes-detail/3347-Johnson-St-NE_Minneapolis_MN_55418_M87054-95674
171,Minneapolis,1246,https://www.realtor.com/realestateandhomes-detail/920-52nd-Ave-N_Minneapolis_MN_55430_M85898-09073
172,Minneapolis,928,https://www.realtor.com/realestateandhomes-detail/2745-40th-Ave-S_Minneapolis_MN_55406_M86175-65016
173,Crystal,848,https://www.realtor.com/realestateandhomes-detail/4755-Xenia-Ave-N_Crystal_MN_55429_M75644-70599
174,Minneapolis,1288,https://www.realtor.com/realestateandhomes-detail/3333-Emerson-Ave-N_Minneapolis_MN_55412_M82694-00872
175,Minneapolis,1950,https://www.realtor.com/realestateandhomes-detail/916-30th-Ave-N_Minneapolis_MN_55411_M82127-48935
176,Minneapolis,1152,https://www.realtor.com/realestateandhomes-detail/2426-N-4th-St_Minneapolis_MN_55411_M85292-28469
177,Columbia Heights,1310,https://www.realtor.com/realestateandhomes-detail/4041-Maureen-Dr-NE-Unit-203_Columbia-Heights_MN_55421_M75114-53239
178,Minneapolis,760,https://www.realtor.com/realestateandhomes-detail/1225-Lasalle-Ave-Apt-1006_Minneapolis_MN_55403_M78311-01417
179,Minneapolis,955,https://www.realtor.com/realestateandhomes-detail/3939-Chicago-Ave-Apt-2_Minneapolis_MN_55407_M88292-15452
180,Minneapolis,941,https://www.realtor.com/realestateandhomes-detail/3441-Portland-Ave-Apt-3_Minneapolis_MN_55407_M76180-53247
181,Minneapolis,707,https://www.realtor.com/realestateandhomes-detail/720-3rd-Ave-NE-Apt-319_Minneapolis_MN_55413_M78487-52176
182,Minneapolis,1086,https://www.realtor.com/realestateandhomes-detail/4534-Aldrich-Ave-N_Minneapolis_MN_55412_M89449-23760
183,Minneapolis,655,https://www.realtor.com/realestateandhomes-detail/48-Groveland-Ter-Unit-304_Minneapolis_MN_55403_M76758-81766?ex=MN638454279
185,Minneapolis,1284,https://www.realtor.com/realestateandhomes-detail/2226-N-6th-St_Minneapolis_MN_55411_M75366-13344
186,Minneapolis,774,https://www.realtor.com/realestateandhomes-detail/210-W-Grant-St-Apt-707_Minneapolis_MN_55403_M79157-32373
187,Minneapolis,780,https://www.realtor.com/realestateandhomes-detail/1425-W-28th-St-Apt-420_Minneapolis_MN_55408_M81422-92336
188,Minneapolis,899,https://www.realtor.com/realestateandhomes-detail/3900-Harriet-Ave-Apt-5_Minneapolis_MN_55409_M86801-21755
189,Minneapolis,1250,https://www.realtor.com/realestateandhomes-detail/3506-Emerson-Ave-N_Minneapolis_MN_55412_M82385-07406
190,Minneapolis,891,https://www.realtor.com/realestateandhomes-detail/2610-Garfield-Ave-Apt-202_Minneapolis_MN_55408_M72793-85619
191,Minneapolis,1293,https://www.realtor.com/realestateandhomes-detail/3623-Colfax-Ave-N_Minneapolis_MN_55412_M77738-12994
192,Blaine,1314,https://www.realtor.com/realestateandhomes-detail/800-125th-Ln-NE_Blaine_MN_55434_M84036-37352
193,Minneapolis,1460,https://www.realtor.com/realestateandhomes-detail/3923-Emerson-Ave-N_Minneapolis_MN_55412_M87641-92865
194,Coon Rapids,1813,https://www.realtor.com/realestateandhomes-detail/12253-Drake-St-NW_Coon-Rapids_MN_55448_M85405-08157
195,Minneapolis,660,https://www.realtor.com/realestateandhomes-detail/15-S-1st-St-Apt-603_Minneapolis_MN_55401_M87801-98144
196,Edina,900,https://www.realtor.com/realestateandhomes-detail/6889-Langford-Dr_Edina_MN_55436_M85411-46569
197,Saint Louis Park,1283,https://www.realtor.com/realestateandhomes-detail/450-Ford-Rd-Unit-120_St-Louis-Park_MN_55426_M77063-70016
198,Coon Rapids,1080,https://www.realtor.com/realestateandhomes-detail/13154-Meadowood-Curv-NW-Apt-5_Coon-Rapids_MN_55448_M70212-90628
199,Plymouth,1314,https://www.realtor.com/realestateandhomes-detail/10540-43rd-Ave-N-Apt-312_Plymouth_MN_55442_M89141-22495
200,Brooklyn Center,1599,https://www.realtor.com/realestateandhomes-detail/7200-Perry-Ct-W_Brooklyn-Park_MN_55429_M76078-00221
201,Plymouth,980,https://www.realtor.com/realestateandhomes-detail/2210-Ranchview-Ln-N-Unit-132_Plymouth_MN_55447_M71865-26931
202,Blaine,1286,https://www.realtor.com/realestateandhomes-detail/1525-127th-Ln-NE_Blaine_MN_55449_M87782-79392
203,Bloomington,1141,https://www.realtor.com/realestateandhomes-detail/10750-Toledo-Ct_Bloomington_MN_55437_M86381-54861
205,Coon Rapids,936,https://www.realtor.com/realestateandhomes-detail/3118-116th-Ln-NW_Coon-Rapids_MN_55433_M75887-16390
206,Coon Rapids,1238,https://www.realtor.com/realestateandhomes-detail/11620-Norway-St-NW_Coon-Rapids_MN_55448_M80829-83329
207,Edina,992,https://www.realtor.com/realestateandhomes-detail/4370-Brookside-Ct-Apt-301_Edina_MN_55436_M86637-34554
208,Fridley,1356,https://www.realtor.com/realestateandhomes-detail/1641-N-Brenner-Pass_Fridley_MN_55432_M89966-09696
209,Plymouth,1592,https://www.realtor.com/realestateandhomes-detail/1194-Black-Oaks-Ln-N_Plymouth_MN_55447_M71228-53037
210,Brooklyn Park,1420,https://www.realtor.com/realestateandhomes-detail/6440-83rd-Ct-N_Minneapolis_MN_55445_M83104-84204
211,Brooklyn Park,1251,https://www.realtor.com/realestateandhomes-detail/5944-83rd-Pkwy-N_Brooklyn-Park_MN_55443_M80758-71832
212,Minneapolis,892,https://www.realtor.com/realestateandhomes-detail/1510-E-48th-St_Minneapolis_MN_55417_M76292-18692
213,Minneapolis,792,https://www.realtor.com/realestateandhomes-detail/3815-Vincent-Ave-N_Minneapolis_MN_55412_M82682-82894
