18,2015,573,32280
18,2014,524,29460
18,2013,619,25140
18,2012,627,31020
18,2011,835,33480
19,2018,1328,77300
19,2017,895,77300
19,2016,697,56590
19,2015,657,40400
19,2014,682,38600
19,2013,695,36200
19,2012,655,37400
19,2011,711,37400
20,2018,1045,61950
20,2017,940,61950
20,2016,851,53230
20,2015,730,44400
20,2014,712,38400
20,2013,884,34800
20,2012,1190,43800
20,2011,1264,64130
21,2018,3415,214500
21,2017,3105,214500
21,2016,3098,189000
21,2015,3068,182500
21,2014,3101,172000
21,2013,2549,162000
21,2012,2486,139340
21,2011,2474,139340
22,2018,1794,116450
22,2017,1685,116450
22,2016,1588,106095
22,2015,1380,96285
22,2014,1379,78845
22,2013,1737,73395
22,2012,1772,96500
22,2011,1783,101000
23,2018,1299,77646
23,2017,980,77646
23,2016,648,53775
23,2015,669,34440
23,2014,661,34440
23,2013,633,31740
23,2012,850,31740
23,2011,1027,45360
25,2018,673,40380
25,2017,942,40380
25,2016,876,60700
25,2015,490,52300
25,2014,454,28320
25,2013,596,25320
25,2012,746,50600
25,2011,835,44100
26,2018,1170,77000
26,2017,1048,77000
26,2016,976,68000
26,2015,1087,62000
26,2014,701,68000
26,2013,749,40000
26,2012,807,44000
26,2011,896,49000
28,2018,1017,64350
28,2017,1129,64350
28,2016,1082,69665
28,2015,1511,64215
28,2014,963,90500
28,2013,965,50045
28,2012,1115,50045
28,2011,1195,59855
29,2018,1327,97800
29,2017,777,97800
29,2016,810,53121
29,2015,699,52794
29,2014,680,43140
29,2013,951,39240
29,2012,1043,57917
29,2011,1279,68490
31,2018,1307,87000
31,2017,1193,87000
31,2016,1233,77500
31,2015,1077,77500
31,2014,1129,64500
31,2013,1297,63000
31,2012,1383,68000
31,2011,1326,74500
32,2018,986,44700
32,2017,938,44700
32,2016,971,39900
32,2015,635,39900
32,2014,676,34800
32,2013,712,34800
32,2012,743,36600
32,2011,828,39000
33,2018,1607,87020
33,2017,1439,87020
33,2016,1317,72850
33,2015,1103,61950
33,2014,1177,61950
33,2013,1112,61950
33,2012,1996,58244
33,2011,1259,60315
34,2018,2855,71500
34,2017,1162,71500
34,2016,2579,75500
34,2015,2970,73500
34,2014,700,62500
34,2013,3306,36000
34,2012,5457,38400
34,2011,917,43200
35,2018,977,57590
35,2017,888,57590
35,2016,816,49960
35,2015,696,42600
35,2014,675,36600
35,2013,835,33000
35,2012,1098,41400
35,2011,1178,58680
36,2018,786,54089
36,2017,687,54089
36,2016,590,47504
36,2015,581,38460
36,2014,580,38280
36,2013,620,35100
36,2012,648,58300
36,2011,654,39720
37,2018,2214,159396
37,2017,2262,159396
37,2016,2261,163102
37,2015,2228,154273
37,2014,2339,145662
37,2013,2255,142610
37,2012,2187,142719
37,2011,2227,147733
38,2018,901,43780
38,2017,840,43780
38,2016,731,40400
38,2015,564,35000
38,2014,582,25400
38,2013,664,26000
38,2012,1176,30200
38,2011,1466,59040
39,2018,1790,84404
39,2017,1405,84404
39,2016,1336,64239
39,2015,1156,56173
39,2014,1167,46581
39,2013,1229,41220
39,2012,1335,69100
39,2011,1491,52467
40,2018,1048,64904
40,2017,797,64904
40,2016,718,48554
40,2015,590,40380
40,2014,544,34320
40,2013,765,30540
40,2012,1088,65300
40,2011,1167,66465
41,2018,826,56827
41,2017,670,56827
41,2016,686,45000
41,2015,623,45000
41,2014,533,42000
41,2013,524,34200
41,2012,540,34200
41,2011,744,36000
42,2018,619,42000
42,2017,490,42000
42,2016,485,37200
42,2015,397,34800
42,2014,413,28800
42,2013,486,27000
42,2012,481,32400
42,2011,641,34020
43,2018,1284,85500
43,2017,1468,85500
43,2016,1169,78500
43,2015,1094,73500
43,2014,1237,65500
43,2013,1332,69000
43,2012,1298,74000
43,2011,1314,74000
44,2018,998,58244
44,2017,737,58244
44,2016,818,39720
44,2015,747,43440
44,2014,809,38400
44,2013,817,38760
44,2012,822,40860
44,2011,885,43920
45,2018,1021,64900
45,2017,1051,64900
45,2016,976,63500
45,2015,914,58000
45,2014,835,52800
45,2013,667,44900
45,2012,670,33360
45,2011,943,35820
46,2018,835,56500
46,2017,827,56500
46,2016,714,54320
46,2015,627,43200
46,2014,604,37500
46,2013,635,33960
46,2012,881,36720
46,2011,1067,53557
47,2018,1101,61950
47,2017,798,61950
47,2016,699,42600
47,2015,581,36000
47,2014,579,30000
47,2013,446,28200
47,2012,531,22200
47,2011,771,27600
48,2018,1012,69471
48,2017,905,69471
48,2016,687,62059
48,2015,624,43860
48,2014,596,38160
48,2013,915,34080
48,2012,1092,55192
48,2011,1115,71542
49,2018,977,57590
49,2017,871,57590
49,2016,805,48870
49,2015,684,42000
49,2014,971,36000
49,2013,1230,53000
49,2012,1536,68000
49,2011,1469,89000
50,2018,1118,63040
50,2017,798,63040
50,2016,699,42600
50,2015,604,36000
50,2014,591,31200
50,2013,458,28800
50,2012,554,22800
50,2011,783,28800
51,2018,1156,86300
51,2017,1024,86300
51,2016,1041,75000
51,2015,935,75000
51,2014,533,70000
51,2013,524,34200
51,2012,540,34200
51,2011,744,36000
52,2018,1818,121000
52,2017,1632,121000
52,2016,1517,106000
52,2015,1499,95500
52,2014,1018,90000
52,2013,1243,53230
52,2012,1572,65765
52,2011,1622,86475
53,2017,979,
53,2016,1717,101000
53,2015,1411,101000
53,2014,1595,84500
53,2013,1719,89000
53,2012,1728,95500
53,2011,2150,98500
53,2010,1505,109000
54,2018,762,36800
54,2017,729,36800
54,2016,632,35000
54,2015,616,30200
54,2014,635,27800
54,2013,1151,28400
54,2012,1136,53590
54,2011,1337,56860
55,2018,1252,80600
55,2017,1212,80600
55,2016,1252,76000
55,2015,1371,76000
55,2014,1425,79500
55,2013,1818,79500
55,2012,1653,101000
55,2011,1850,90835
57,2018,1437,79390
57,2017,850,79390
57,2016,788,42900
57,2015,803,39180
57,2014,759,39360
57,2013,915,34860
57,2012,935,43080
57,2011,996,47453
60,2018,1360,90500
60,2017,1405,90500
60,2016,1384,87000
60,2015,1269,87000
60,2014,1282,76000
60,2013,1350,71500
60,2012,1417,75000
60,2011,1406,79500
61,2018,840,54865
61,2017,718,54865
61,2016,650,45480
61,2015,638,39840
61,2014,675,38280
61,2013,695,38160
61,2012,730,42000
61,2011,781,45600
62,2018,1250,78251
62,2017,1043,78251
62,2016,888,64844
62,2015,717,50465
62,2014,665,41940
62,2013,854,37500
62,2012,1170,73100
62,2011,1244,71783
63,2018,1124,90000
63,2017,949,90000
63,2016,877,75000
63,2015,567,66900
63,2014,521,38660
63,2013,486,33020
63,2012,521,33020
63,2011,558,36260
66,2018,544,33600
66,2017,467,33600
66,2016,448,27900
66,2015,471,25800
66,2014,501,25800
66,2013,595,25800
66,2012,788,30600
66,2011,879,41400
67,2018,1258,91380
67,2017,1145,91380
67,2016,1118,83750
67,2015,969,77428
67,2014,816,66855
67,2013,822,50178
67,2012,1137,77200
67,2011,1255,74049
68,2018,687,46690
68,2017,561,46690
68,2016,862,42600
68,2015,496,67000
68,2014,485,36000
68,2013,537,31680
68,2012,506,35820
68,2011,580,35820
69,2018,612,40740
69,2017,870,40740
69,2016,741,63400
69,2015,713,52300
69,2014,640,51100
69,2013,760,44400
69,2012,890,49600
69,2011,605,65300
70,2018,1320,75000
70,2017,1093,75000
70,2016,1042,71000
70,2015,943,65500
70,2014,1013,56500
70,2013,1161,56500
70,2012,1474,64500
70,2011,1619,84000
71,2018,1289,83600
71,2017,1211,83600
71,2016,1269,78300
71,2015,1104,76200
71,2014,996,68100
71,2013,1119,59300
71,2012,1361,61800
71,2011,1327,87400
72,2018,949,54974
72,2017,705,54974
72,2016,767,37980
72,2015,791,40680
72,2014,666,40680
72,2013,637,31920
72,2012,603,31920
72,2011,755,32160
73,2018,901,56500
73,2017,897,56500
73,2016,834,48325
73,2015,734,48325
73,2014,682,40200
73,2013,725,35100
73,2012,743,36600
73,2011,854,39000
74,2018,1245,80480
74,2017,1158,80480
74,2016,1105,72305
74,2015,938,66310
74,2014,998,52685
74,2013,962,52685
74,2012,1016,50505
74,2011,1142,54865
75,2018,1331,85385
75,2017,1632,85385
75,2016,1305,106000
75,2015,1299,78300
75,2014,1388,73940
75,2013,1392,73940
75,2012,1702,73940
75,2011,962,93560
76,2018,1405,93500
76,2017,1004,93500
76,2016,920,61405
76,2015,877,53775
76,2014,1407,48325
76,2013,1413,78500
76,2012,973,78500
76,2011,1109,51595
77,2018,1046,78845
77,2017,996,78845
77,2016,735,77755
77,2015,812,51922
77,2014,645,58353
77,2013,948,41520
77,2012,1231,88600
77,2011,1270,86475
78,2018,651,43560
78,2017,562,43560
78,2016,643,37560
78,2015,589,42000
78,2014,512,39600
78,2013,754,32820
78,2012,870,49524
78,2011,801,59443
79,2018,1500,81025
79,2017,1378,81025
79,2016,1263,70125
79,2015,986,59770
79,2014,1051,54865
79,2013,1140,54865
79,2012,1115,59770
79,2011,1250,59770
80,2018,1499,120000
80,2017,1392,120000
80,2016,1187,110000
80,2015,1205,90600
80,2014,1034,90600
80,2013,977,72500
80,2012,882,72500
80,2011,966,63482
81,2018,1266,81025
81,2017,1153,81025
81,2016,1073,71215
81,2015,1103,63585
81,2014,981,54865
81,2013,1024,51050
81,2012,1355,51050
81,2011,1420,73940
82,2018,1042,68926
82,2017,840,68926
82,2016,687,54102
82,2015,735,40440
82,2014,541,44100
82,2013,658,32700
82,2012,659,62000
82,2011,717,40440
83,2018,1732,105500
83,2017,1684,105500
83,2016,1548,99500
83,2015,1411,87500
83,2014,1572,84500
83,2013,1386,79500
83,2012,1570,77000
83,2011,1573,89500
84,2018,1022,68000
84,2017,970,68000
84,2016,819,63000
84,2015,991,51500
84,2014,1031,57500
84,2013,1285,57500
84,2012,1626,66500
84,2011,1414,84500
85,2018,1256,96600
85,2017,1053,96600
85,2016,937,81200
85,2015,1123,68500
85,2014,1012,72300
85,2013,1092,58100
85,2012,1118,60500
85,2011,1127,78000
86,2018,887,60969
86,2017,687,60969
86,2016,662,46363
86,2015,1011,42600
86,2014,884,67700
86,2013,1121,55200
86,2012,1235,72700
86,2011,1278,85600
87,2018,1437,92470
87,2017,1353,92470
87,2016,1244,84295
87,2015,1135,74485
87,2014,1037,64130
87,2013,972,54320
87,2012,1553,50505
87,2011,1824,85385
88,2018,1389,93500
88,2017,1242,93500
88,2016,1226,81500
88,2015,1072,78000
88,2014,1245,65000
88,2013,1350,70500
88,2012,1043,76000
88,2011,1129,56500
89,2018,3349,127300
89,2017,2838,127300
89,2016,2874,97100
89,2015,2581,96000
89,2014,2454,74100
89,2013,2772,63100
89,2012,3097,87900
89,2011,3043,111500
90,2018,2056,68599
90,2017,2007,68599
90,2016,1966,68163
90,2015,1919,62604
90,2014,1907,57045
90,2013,1846,54102
90,2012,1904,54102
90,2011,2077,59334
91,2018,1699,122445
91,2017,1546,122445
91,2016,1410,109365
91,2015,1319,97375
91,2014,1315,94105
91,2013,1383,88982
91,2012,1354,95522
91,2011,1241,95631
92,2018,1145,72850
92,2017,3664,72850
92,2016,1734,70125
92,2015,1897,93000
92,2014,1198,86500
92,2013,1301,53230
92,2012,1564,58680
92,2011,1411,66855
93,2018,1116,69403
93,2017,955,69403
93,2016,1019,59048
93,2015,844,58512
93,2014,752,49666
93,2013,808,42480
93,2012,1133,69100
93,2011,1187,69421
94,2018,1384,89309
94,2017,1098,89309
94,2016,1224,72959
94,2015,1267,78627
94,2014,1258,78627
94,2013,1296,74921
94,2012,1292,82769
94,2011,1292,84404
95,2018,1893,89500
95,2017,1721,89500
95,2016,1776,78000
95,2015,1380,78000
95,2014,1354,68000
95,2013,1571,62000
95,2012,1529,71500
95,2011,1180,71500
96,2018,1172,78000
96,2017,1185,78000
96,2016,1137,71500
96,2015,662,71500
96,2014,618,36300
96,2013,660,31800
96,2012,691,33300
96,2011,771,36300
98,2018,1291,82660
98,2017,1237,82660
98,2016,1192,76665
98,2015,1082,71215
98,2014,1202,60860
98,2013,1378,63585
98,2012,1597,73395
98,2011,1645,87892
99,2018,1456,113000
99,2017,1442,113000
99,2016,1446,113000
99,2015,1286,110000
99,2014,1209,95500
99,2013,1199,87500
99,2012,1165,86900
99,2011,1216,87900
100,2018,554,34200
100,2017,477,34200
100,2016,458,28500
100,2015,482,26400
100,2014,961,26400
100,2013,607,44000
100,2012,823,31200
100,2011,917,43200
101,2018,1499,120000
101,2017,1392,120000
101,2016,563,110000
101,2015,569,38840
101,2014,591,38840
101,2013,552,37520
101,2012,695,37520
101,2011,774,49094
102,2018,921,62000
102,2017,884,62000
102,2016,1271,58000
102,2015,1130,74000
102,2014,1157,61500
102,2013,1171,58500
102,2012,1320,58500
102,2011,9561,40500
103,2018,4988,196100
103,2017,2686,196100
103,2016,2652,174500
103,2015,2965,167000
103,2014,2984,178000
103,2013,2997,167000
103,2012,2759,167000
103,2011,2729,155145
104,2018,2005,91500
104,2017,1682,91500
104,2016,2554,82500
104,2015,1125,77500
104,2014,1207,68000
104,2013,1267,68000
104,2012,1345,71000
104,2011,1392,77500
105,2018,2838,127350
105,2017,3064,127350
105,2016,3031,136070
105,2015,2842,126805
105,2014,1794,106640
105,2013,1752,96830
105,2012,2032,94105
105,2011,3023,112635
106,2018,2271,148605
106,2017,1784,148605
106,2016,1737,120810
106,2015,2119,112853
106,2014,2236,134217
106,2013,1923,120919
106,2012,2078,124080
106,2011,2036,137160
107,2018,3125,208000
107,2017,2671,208000
107,2016,2672,173500
107,2015,2571,168000
107,2014,2545,154000
107,2013,2692,142000
107,2012,2808,149500
107,2011,2678,160000
108,2018,1972,127900
108,2017,1888,127900
108,2016,1728,122100
108,2015,1625,103600
108,2014,1667,100200
108,2013,1935,99400
108,2012,1674,101100
108,2011,1640,107200
109,2018,1510,116400
109,2017,1368,116400
109,2016,1334,105800
109,2015,1242,98000
109,2014,1129,91900
109,2013,780,76500
109,2012,934,74300
109,2011,1054,59770
110,2018,1691,121791
110,2017,1536,121791
110,2016,1401,108711
110,2015,1311,96721
110,2014,1305,93451
110,2013,1374,88328
110,2012,1372,94868
110,2011,1258,97048
111,2018,1277,85000
111,2017,1170,85000
111,2016,609,76000
111,2015,659,35100
111,2014,683,35100
111,2013,749,34200
111,2012,936,37500
111,2011,1343,48325
112,2018,2335,126500
112,2017,1848,126500
112,2016,1789,120000
112,2015,2671,112500
112,2014,2314,112500
112,2013,1954,108500
112,2012,2689,108500
112,2011,1875,108500
113,2018,2226,154700
113,2017,2376,154700
113,2016,2594,141000
113,2015,1955,139200
113,2014,1956,135500
113,2013,2396,114300
113,2012,1872,135400
113,2011,2320,122900
114,2018,2248,132800
114,2017,2139,132800
114,2016,1913,121355
114,2015,1454,102280
114,2014,1484,84295
114,2013,1690,80480
114,2012,1967,91925
114,2011,2106,110455
115,2018,1082,75030
115,2017,960,75030
115,2016,848,64130
115,2015,848,52140
115,2014,884,51486
115,2013,965,45000
115,2012,1120,57263
115,2011,1159,69907
116,2018,2102,82000
116,2017,1474,82000
116,2016,1616,71500
116,2015,1493,62000
116,2014,958,59500
116,2013,963,54000
116,2012,937,54000
116,2011,911,54000
117,2018,2245,123500
117,2017,1717,123500
117,2016,1511,111500
117,2015,1586,95000
117,2014,1622,95000
117,2013,1817,90500
117,2012,1777,95000
117,2011,2062,97920
118,2018,856,57000
118,2017,1004,57000
118,2016,1626,52000
118,2015,952,52000
118,2014,2871,48500
118,2013,1285,27600
118,2012,594,26400
118,2011,777,31200
119,2018,1745,113180
119,2017,1586,113180
119,2016,1442,99555
119,2015,1246,87020
119,2014,1244,70670
119,2013,1160,65765
119,2012,1389,60860
119,2011,1551,75575
120,2014,10535,65000
120,2013,2375,65000
120,2012,,62000
120,2010,2136,82000
120,2009,3518,82000
120,2008,,99500
121,2018,1628,92500
121,2017,1409,92500
121,2016,1368,92500
121,2015,1253,87000
121,2014,1342,76000
121,2013,1439,76000
121,2012,1530,81000
121,2011,1465,88500
122,2018,1134,75500
122,2017,673,75500
122,2016,656,40200
122,2015,710,37800
122,2014,659,31500
122,2013,700,33900
122,2012,794,36000
122,2011,885,41700
123,2018,5156,96830
123,2017,1683,96830
123,2016,1665,96830
123,2015,1291,101190
123,2014,1051,73395
123,2013,1101,54865
123,2012,1512,57590
123,2011,1753,82660
124,2018,856,57000
124,2017,911,57000
124,2016,1121,53000
124,2015,768,51000
124,2014,880,46000
124,2013,756,44000
124,2012,921,42000
124,2011,971,52500
125,2018,2466,105500
125,2017,2396,105500
125,2016,1511,96000
125,2015,1200,83500
125,2014,1118,72500
125,2013,1070,63000
125,2012,1041,60000
125,2011,1143,60000
126,2018,1393,80000
126,2017,1267,80000
126,2016,1166,69500
126,2015,1051,60500
126,2014,1189,63500
126,2013,1907,67000
126,2012,1267,73000
126,2011,1118,73000
127,2018,2765,163756
127,2017,2912,163756
127,2016,2167,158960
127,2015,2068,132582
127,2014,2922,128658
127,2013,2360,120156
127,2012,2723,145600
127,2011,2595,141738
128,2018,2044,133345
128,2017,2000,133345
128,2016,2068,126805
128,2015,2065,126805
128,2014,2075,120265
128,2013,1957,112635
128,2012,2032,105550
128,2011,2053,112635
129,2018,2081,138500
129,2017,1855,138500
129,2016,1469,120500
129,2015,1416,88655
129,2014,1475,81025
129,2013,1431,78845
129,2012,1398,76120
129,2011,1464,76120
130,2018,1653,108275
130,2017,1897,108275
130,2016,1887,124500
130,2015,1658,120000
130,2014,1704,100500
130,2013,1847,96500
130,2012,1868,104000
130,2011,1970,108000
131,2018,884,67670
131,2017,780,67670
131,2016,745,57860
131,2015,720,52410
131,2014,705,47768
131,2013,637,43072
131,2012,696,41220
131,2011,878,46578
132,2018,643,43080
132,2017,555,43080
132,2016,643,37080
132,2015,589,42000
132,2014,507,39600
132,2013,742,32460
132,2012,880,48652
132,2011,811,60206
133,2018,61,4500
133,2017,62,4500
133,2016,64,4600
133,2015,64,4600
133,2014,59,4700
133,2013,75,4200
133,2012,75,5000
133,2011,70,5600
134,2018,1407,104000
134,2017,1314,104000
134,2016,1228,95000
134,2015,1243,84000
134,2014,1124,84100
134,2013,1244,71500
134,2012,1355,81400
134,2011,1390,91200
135,2018,1699,117000
135,2017,1807,117000
135,2016,1750,123000
135,2015,1791,116500
135,2014,1703,114000
135,2013,1636,100500
135,2012,1769,96000
135,2011,1684,107000
136,2018,1769,114815
136,2017,1494,114815
136,2016,1544,93560
136,2015,1522,93560
136,2014,1529,87565
136,2013,1601,82115
136,2012,1846,85930
136,2011,1877,102280
137,2018,1351,86584
137,2017,1039,86584
137,2016,1132,68381
137,2015,2609,71869
137,2014,2652,80371
137,2013,2647,79935
137,2012,2673,85167
137,2011,2669,88764
138,2018,1749,111000
138,2017,1715,111000
138,2016,1635,105550
138,2015,1743,99010
138,2014,1544,99010
138,2013,1548,82660
138,2012,1683,82660
138,2011,1727,92470
139,2018,1750,116500
139,2017,1345,116500
139,2016,1186,83750
139,2015,1471,70670
139,2014,1873,84295
139,2013,1755,104500
139,2012,1711,97500
139,2011,1632,97500
140,2018,1087,69035
140,2017,932,69035
140,2016,877,47780
140,2015,755,47780
140,2014,752,41400
140,2013,753,38700
140,2012,1049,38700
140,2011,1590,55955
141,2018,1275,64675
141,2017,1115,64675
141,2016,1038,51595
141,2015,810,44400
141,2014,863,44400
141,2013,864,44400
141,2012,1039,44400
141,2011,1171,55410
142,2018,1466,88437
142,2017,1443,88437
142,2016,912,82224
142,2015,729,48761
142,2014,518,37500
142,2013,657,24840
142,2012,877,32940
142,2011,1344,47017
143,2018,2140,132000
143,2017,1770,132000
143,2016,1771,115000
143,2015,1324,111500
143,2014,1288,75575
143,2013,1446,68490
143,2012,1723,77210
143,2011,1763,95195
144,2018,1545,102800
144,2017,1493,102800
144,2016,1715,97000
144,2015,1591,108000
144,2014,1554,95500
144,2013,1830,87000
144,2012,2552,102000
144,2011,2434,146000
145,2018,1192,85494
145,2017,1046,85494
145,2016,1512,75248
145,2015,1006,73395
145,2014,1345,64348
145,2013,1128,48434
145,2012,1236,84900
145,2011,1272,76011
146,2018,2137,136833
146,2017,2351,136833
146,2016,1766,132909
146,2015,1676,107076
146,2014,2094,103261
146,2013,1650,120200
146,2012,1982,120300
146,2011,2224,113507
147,2018,1698,113000
147,2017,1782,113000
147,2016,1718,110500
147,2015,1578,108000
147,2014,1586,94500
147,2013,1674,88500
147,2012,1765,93000
147,2011,1471,99000
148,2018,1035,73068
148,2017,1028,73068
148,2016,840,73831
148,2015,746,55846
148,2014,707,49306
148,2013,756,42540
148,2012,916,70700
148,2011,2571,57481
149,2018,1220,88437
149,2017,1061,88437
149,2016,1001,77101
149,2015,1230,68599
149,2014,1117,91000
149,2013,1144,75700
149,2012,1263,73600
149,2011,1337,88900
150,2018,1057,81840
150,2017,941,81840
150,2016,901,70940
150,2015,880,64400
150,2014,945,59867
150,2013,824,59967
150,2012,901,54971
150,2011,1121,62056
151,2018,1010,69580
151,2017,625,69580
151,2016,461,67400
151,2015,357,53230
151,2014,363,42900
151,2013,391,41340
151,2012,654,44880
151,2011,842,65983
153,2018,2036,135500
153,2017,1978,135500
153,2016,1938,128500
153,2015,1991,122000
153,2014,2198,119500
153,2013,2414,123000
153,2012,2657,134500
153,2011,2537,152000
154,2018,2506,109000
154,2017,2240,109000
154,2016,2451,96000
154,2015,2320,95900
154,2014,2648,90500
154,2013,2694,83300
154,2012,2521,86900
154,2011,2216,100500
155,2018,2337,155500
155,2017,2394,155500
155,2016,2390,155500
155,2015,2357,150500
155,2014,2367,141500
155,2013,2486,132500
155,2012,2683,138500
155,2011,2559,153500
156,2018,2081,138500
156,2017,2032,138500
156,2016,1996,132000
156,2015,1987,125500
156,2014,2016,119000
156,2013,2098,112500
156,2012,2386,116500
156,2011,2166,136000
157,2018,2253,150000
157,2017,2071,150000
157,2016,2036,134500
157,2015,2029,128000
157,2014,2061,121500
157,2013,2143,115000
157,2012,2422,119000
157,2011,2208,138000
158,2018,1145,83750
158,2017,1013,83750
158,2016,1046,75030
158,2015,1028,75030
158,2014,844,71542
158,2013,1109,56282
158,2012,1111,76883
158,2011,1237,79608
159,2018,1693,107600
159,2017,1694,107600
159,2016,1245,102300
159,2015,1020,74000
159,2014,733,58900
159,2013,934,39400
159,2012,1208,51900
159,2011,1507,71700
161,2018,1502,100000
161,2017,624,100000
161,2016,364,40500
161,2015,794,21000
161,2014,894,43500
161,2013,920,42600
161,2012,1071,43800
161,2011,1164,53230
162,2018,2426,170300
162,2017,2150,170300
162,2016,2331,149400
162,2015,2040,155400
162,2014,1902,151000
162,2013,2245,127700
162,2012,2132,143800
162,2011,2485,150200
164,2018,2121,119720
164,2017,1978,119720
164,2016,1760,106095
164,2015,1417,92361
164,2014,1361,72414
164,2013,1304,64566
164,2012,1711,63367
164,2011,1761,91707
165,2018,2338,153000
165,2017,2173,153000
165,2016,2103,138500
165,2015,1871,132000
165,2014,1620,106640
165,2013,1673,87020
165,2012,1806,89745
165,2011,1842,99555
166,2018,1171,83859
166,2017,1093,83859
166,2016,1120,74049
166,2015,976,72196
166,2014,827,61950
166,2013,988,46145
166,2012,1220,82900
166,2011,1259,74921
167,2018,1558,94323
167,2017,1453,94323
167,2016,1373,82769
167,2015,1410,76556
167,2014,912,76338
167,2013,1253,43740
167,2012,1341,64893
167,2011,1342,74921
168,2018,1825,118630
168,2017,1569,118630
168,2016,1623,98465
168,2015,1705,98465
168,2014,1707,98465
168,2013,1830,91925
168,2012,1891,98465
168,2011,2035,104460
169,2018,1404,90290
169,2017,1303,90290
169,2016,1280,81025
169,2015,1030,76665
169,2014,1060,57590
169,2013,2806,55410
169,2012,3050,91000
169,2011,2133,100500
170,2018,3375,214500
170,2017,2889,214500
170,2016,2351,181000
170,2015,2290,144790
170,2014,2293,133890
170,2013,2180,118085
170,2012,2577,118085
170,2011,2706,135525
171,2018,1364,87565
171,2017,1254,87565
171,2016,1117,77755
171,2015,895,66310
171,2014,1219,49415
171,2013,1351,55955
171,2012,1603,63040
171,2011,1669,78845
172,2018,2549,161140
172,2017,2418,161140
172,2016,2498,148060
172,2015,2621,148060
172,2014,2548,148060
172,2013,2422,139340
172,2012,2514,131710
172,2011,2502,140430
173,2018,2824,127350
173,2017,2788,127350
173,2016,2621,119720
173,2015,3066,100100
173,2014,2084,100100
173,2013,2102,76120
173,2012,2379,77210
173,2011,2608,91380
174,2018,1841,101000
174,2017,1747,101000
174,2016,1644,95500
174,2015,1244,85500
174,2014,851,74500
174,2013,985,43800
174,2012,1238,51050
174,2011,1365,66855
175,2018,2287,69000
175,2017,1055,69000
175,2016,2372,63500
175,2015,870,57500
175,2014,906,50000
175,2013,990,48500
175,2012,889,48500
175,2011,1395,48500
176,2018,506,31200
176,2017,1602,31200
176,2016,1514,97500
176,2015,1655,88500
176,2014,1583,77000
176,2013,1545,73500
176,2012,1123,70000
176,2011,1147,64000
177,2018,1261,78995
177,2017,1113,78995
177,2016,1189,69403
177,2015,1009,68867
177,2014,866,60130
177,2013,909,49348
177,2012,1300,76800
177,2011,1348,80321
178,2018,1856,118085
178,2017,1824,118085
178,2016,1739,112635
178,2015,1822,105550
178,2014,1601,105550
178,2013,1655,85930
178,2012,1787,88655
178,2011,1824,98465
179,2018,1071,67945
179,2017,896,67945
179,2016,977,54320
